Station,Time,Date,Number,Name,Stage,Insect/Non-Insect,Individuals,LabComments
STTD,9:23,7/15/2019,765,Chironomidae,Larvae,Aquatic Insect,1,
STTD,9:23,7/15/2019,765,Chironomidae,Adults,Aquatic Insect,3,
STTD,9:23,7/15/2019,287,Hemiptera,Larvae,Terrestrial Insect,1,
STTD,9:23,7/15/2019,287,Hemiptera,Adults,Terrestrial Insect,2,
STTD,9:23,7/15/2019,290,Corixidae,Nymph,Aquatic Insect,1,
STTD,9:23,7/15/2019,1697,Mesoveliidae,Larvae,Terrestrial Insect,1,
STTD,9:23,7/15/2019,1109,Hymenoptera,Larvae,Terrestrial Insect,1,
STTD,9:23,7/15/2019,1109,Hymenoptera,Adults,Terrestrial Insect,36,
STTD,9:23,7/15/2019,690,Lepidoptera,Larvae,Terrestrial Insect,1,
STTD,9:23,7/15/2019,271,Coenagrionidae,Nymph,Aquatic Insect,1,
STTD,9:23,7/15/2019,2430,Psocoptera,Adults,Terrestrial Insect,2,
STTD,9:23,7/15/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,3,
STTD,9:23,7/15/2019,121,Ostracoda,N/A,Aquatic Non-Insect,1,
SHR,9:40,7/16/2019,3109,Araneae,N/A,Terrestrial Non-Insect,2,
SHR,9:40,7/16/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,2,
SHR,9:40,7/16/2019,421,Coleoptera,Adults,Terrestrial Insect,4,
SHR,9:40,7/16/2019,428,Dytiscidae,Adults,Aquatic Insect,2,
SHR,9:40,7/16/2019,693,Diptera,Adults,Terrestrial Insect,1,
SHR,9:40,7/16/2019,765,Chironomidae,Larvae,Aquatic Insect,3,
SHR,9:40,7/16/2019,765,Chironomidae,Pupae,Aquatic Insect,1,
SHR,9:40,7/16/2019,765,Chironomidae,Adults,Aquatic Insect,6,
SHR,9:40,7/16/2019,287,Hemiptera,Nymph,Terrestrial Insect,5,
SHR,9:40,7/16/2019,287,Hemiptera,Adults,Terrestrial Insect,1,
SHR,9:40,7/16/2019,1109,Hymenoptera,Adults,Terrestrial Insect,1,
SHR,9:40,7/16/2019,588,Leptoceridae,Larvae,Aquatic Insect,1,
SHR,9:40,7/16/2019,4051,Corophiidae,N/A,Aquatic Non-Insect,1,
SHR,9:14,8/5/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,1,
SHR,9:14,8/5/2019,1049,Corbiculidae,N/A,Aquatic Non-Insect,1,
SHR,9:14,8/5/2019,421,Coleoptera,Adults,Terrestrial Insect,1,
SHR,9:14,8/5/2019,693,Diptera,Pupae,Terrestrial Insect,1,
SHR,9:14,8/5/2019,693,Diptera,Adults,Terrestrial Insect,1,
SHR,9:14,8/5/2019,699,Ceratopogonidae,Pupae,Aquatic Insect,1,
SHR,9:14,8/5/2019,765,Chironomidae,Larvae,Aquatic Insect,16,
SHR,9:14,8/5/2019,1109,Hymenoptera,Adults,Terrestrial Insect,1,
SHR,9:14,8/5/2019,690,Lepidoptera,Larvae,Terrestrial Insect,1,
STTD,12:39,8/7/2019,699,Ceratopogonidae,Pupae,Aquatic Insect,3,
STTD,12:39,8/7/2019,287,Hemiptera,Nymph,Terrestrial Insect,1,
STTD,12:39,8/7/2019,287,Hemiptera,Adults,Terrestrial Insect,2,
STTD,12:39,8/7/2019,1109,Hymenoptera,Adults,Terrestrial Insect,2,
STTD,12:39,8/7/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,1,
SHR,10:00,8/19/2019,3109,Araneae,N/A,Terrestrial Non-Insect,1,
SHR,10:00,8/19/2019,92,Physidae,N/A,Aquatic Non-Insect,1,
SHR,10:00,8/19/2019,421,Coleoptera,Larvae,Terrestrial Insect,1,
SHR,10:00,8/19/2019,693,Diptera,Adults,Terrestrial Insect,1,
SHR,10:00,8/19/2019,699,Ceratopogonidae,Pupae,Aquatic Insect,1,
SHR,10:00,8/19/2019,765,Chironomidae,Larvae,Aquatic Insect,2,
SHR,10:00,8/19/2019,765,Chironomidae,Pupae,Aquatic Insect,1,
SHR,10:00,8/19/2019,765,Chironomidae,Adults,Aquatic Insect,1,
SHR,10:00,8/19/2019,724,Simuliidae,Adults,Aquatic Insect,1,
SHR,10:00,8/19/2019,287,Hemiptera,Nymph,Terrestrial Insect,2,
SHR,10:00,8/19/2019,287,Hemiptera,Adults,Terrestrial Insect,2,
SHR,10:00,8/19/2019,1109,Hymenoptera,Adults,Terrestrial Insect,4,
SHR,10:00,8/19/2019,588,Leptoceridae,Larvae,Aquatic Insect,1,
SHR,10:00,8/19/2019,4051,Corophiidae,N/A,Aquatic Non-Insect,1,
STTD,12:20,8/21/2019,421,Coleoptera,Adults,Terrestrial Insect,1,
STTD,12:20,8/21/2019,699,Ceratopogonidae,Pupae,Aquatic Insect,1,
STTD,12:20,8/21/2019,1109,Hymenoptera,Adults,Terrestrial Insect,1,
STTD,12:20,8/21/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,5,
STTD,12:02,9/4/2019,3109,Araneae,N/A,Terrestrial Non-Insect,1,
STTD,12:02,9/4/2019,85,Lymnaeidae,N/A,Aquatic Non-Insect,3,
STTD,12:02,9/4/2019,421,Coleoptera,Adults,Terrestrial Insect,1,
STTD,12:02,9/4/2019,693,Diptera,Adults,Terrestrial Insect,2,
STTD,12:02,9/4/2019,765,Chironomidae,Adults,Aquatic Insect,1,
STTD,12:02,9/4/2019,702,Culicidae,Adults,Aquatic Insect,1,
STTD,12:02,9/4/2019,287,Hemiptera,Nymph,Terrestrial Insect,5,
STTD,12:02,9/4/2019,287,Hemiptera,Adults,Terrestrial Insect,21,
STTD,12:02,9/4/2019,1649,Veliidae,Nymph,Terrestrial Insect,1,
STTD,12:02,9/4/2019,1109,Hymenoptera,Adults,Terrestrial Insect,3,
STTD,12:02,9/4/2019,2430,Psocoptera,Adults,Terrestrial Insect,1,
SHR,9:40,9/5/2019,3109,Araneae,N/A,Terrestrial Non-Insect,1,
SHR,9:40,9/5/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,1,
SHR,9:40,9/5/2019,3161,Mideopsidae,N/A,Aquatic Non-Insect,1,
SHR,9:40,9/5/2019,95,Planorbidae,N/A,Aquatic Non-Insect,1,
SHR,9:40,9/5/2019,421,Coleoptera,Adults,Terrestrial Insect,1,
SHR,9:40,9/5/2019,693,Diptera,Pupae,Terrestrial Insect,1,
SHR,9:40,9/5/2019,765,Chironomidae,Larvae,Aquatic Insect,2,
SHR,9:40,9/5/2019,765,Chironomidae,Adults,Aquatic Insect,8,
SHR,9:40,9/5/2019,287,Hemiptera,Adults,Terrestrial Insect,2,
SHR,9:40,9/16/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,1,
SHR,9:40,9/16/2019,28,Naididae,N/A,Aquatic Non-Insect,4,
SHR,9:40,9/16/2019,92,Physidae,N/A,Aquatic Non-Insect,3,
SHR,9:40,9/16/2019,95,Planorbidae,N/A,Aquatic Non-Insect,1,
SHR,9:40,9/16/2019,421,Coleoptera,Adults,Terrestrial Insect,12,
SHR,9:40,9/16/2019,428,Dytiscidae,Adults,Aquatic Insect,24,
SHR,9:40,9/16/2019,1125,Collembola,Adults,Terrestrial Insect,1,
SHR,9:40,9/16/2019,693,Diptera,Adults,Terrestrial Insect,2,
SHR,9:40,9/16/2019,699,Ceratopogonidae,Larvae,Aquatic Insect,4,
SHR,9:40,9/16/2019,699,Ceratopogonidae,Pupae,Aquatic Insect,2,
SHR,9:40,9/16/2019,765,Chironomidae,Larvae,Aquatic Insect,563,
SHR,9:40,9/16/2019,765,Chironomidae,Adults,Aquatic Insect,13,
SHR,9:40,9/16/2019,715,Ephydridae,Larvae,Aquatic Insect,1,
SHR,9:40,9/16/2019,715,Ephydridae,Adults,Aquatic Insect,1,
SHR,9:40,9/16/2019,287,Hemiptera,Larvae,Terrestrial Insect,484,
SHR,9:40,9/16/2019,287,Hemiptera,Adults,Terrestrial Insect,20,
SHR,9:40,9/16/2019,290,Corixidae,Larvae,Aquatic Insect,1,
SHR,9:40,9/16/2019,1649,Veliidae,Adults,Aquatic Insect,1,
SHR,9:40,9/16/2019,1109,Hymenoptera,Adults,Terrestrial Insect,3,
SHR,9:40,9/16/2019,690,Lepidoptera,Larvae,Terrestrial Insect,3,
SHR,9:40,9/16/2019,690,Lepidoptera,Adults,Terrestrial Insect,1,
SHR,9:40,9/16/2019,2430,Psocoptera,Adults,Terrestrial Insect,1,
SHR,9:40,9/16/2019,3030,Thysanoptera,Adults,Terrestrial Insect,14,
SHR,9:40,9/16/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,55,
STTD,11:59,9/18/2019,85,Lymnaeidae,N/A,Aquatic Non-Insect,1,
STTD,11:59,9/18/2019,421,Coleoptera,Adults,Terrestrial Insect,3,
STTD,11:59,9/18/2019,693,Diptera,Pupae,Terrestrial Insect,1,
STTD,11:59,9/18/2019,693,Diptera,Adults,Terrestrial Insect,2,
STTD,11:59,9/18/2019,287,Hemiptera,Nymph,Terrestrial Insect,2,
STTD,11:59,9/18/2019,287,Hemiptera,Adults,Terrestrial Insect,1,
STTD,11:59,9/18/2019,1649,Veliidae,Adults,Terrestrial Insect,1,
STTD,11:59,9/18/2019,1109,Hymenoptera,Adults,Terrestrial Insect,3,
SHR,9:23,9/30/2019,1049,Corbiculidae,N/A,Aquatic Non-Insect,1,
SHR,9:23,9/30/2019,85,Lymnaeidae,N/A,Aquatic Non-Insect,1,
SHR,9:23,9/30/2019,428,Dytiscidae,Adults,Aquatic Insect,3,
SHR,9:23,9/30/2019,699,Ceratopogonidae,Pupae,Aquatic Insect,1,
SHR,9:23,9/30/2019,765,Chironomidae,Larvae,Aquatic Insect,12,
SHR,9:23,9/30/2019,765,Chironomidae,Adults,Aquatic Insect,8,
SHR,9:23,9/30/2019,287,Hemiptera,Larvae,Terrestrial Insect,6,
SHR,9:23,9/30/2019,287,Hemiptera,Adults,Terrestrial Insect,4,
SHR,9:23,9/30/2019,290,Corixidae,Adults,Aquatic Insect,1,
SHR,9:23,9/30/2019,1649,Veliidae,Nymph,Terrestrial Insect,1,
SHR,9:23,9/30/2019,1109,Hymenoptera,Pupae,Terrestrial Insect,2,
SHR,9:23,9/30/2019,1109,Hymenoptera,Adults,Terrestrial Insect,2,
SHR,9:23,9/30/2019,271,Coenagrionidae,Larvae,Aquatic Insect,1,
STTD,11:33,10/2/2019,10482,Truncatelloidea,N/A,Aquatic Non-Insect,1,
STTD,11:33,10/2/2019,765,Chironomidae,Larvae,Aquatic Insect,2,
STTD,11:33,10/2/2019,765,Chironomidae,Pupae,Aquatic Insect,1,
STTD,11:33,10/2/2019,287,Hemiptera,Nymph,Terrestrial Insect,1,
STTD,11:33,10/2/2019,287,Hemiptera,Adults,Terrestrial Insect,1,
STTD,11:33,10/2/2019,1109,Hymenoptera,Adults,Terrestrial Insect,1,
STTD,11:33,10/2/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,1,
SHR,9:57,10/14/2019,3155,Hygrobatidae,N/A,Aquatic Non-Insect,1,
SHR,9:57,10/14/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,3,
SHR,9:57,10/14/2019,95,Planorbidae,N/A,Aquatic Non-Insect,1,
SHR,9:57,10/14/2019,421,Coleoptera,Adults,Terrestrial Insect,1,
SHR,9:57,10/14/2019,428,Dytiscidae,Adults,Aquatic Insect,7,
SHR,9:57,10/14/2019,1898,Hydraenidae,Adults,Aquatic Insect,1,
SHR,9:57,10/14/2019,693,Diptera,Adults,Terrestrial Insect,4,
SHR,9:57,10/14/2019,765,Chironomidae,Larvae,Aquatic Insect,8,
SHR,9:57,10/14/2019,765,Chironomidae,Pupae,Aquatic Insect,6,
SHR,9:57,10/14/2019,765,Chironomidae,Adults,Aquatic Insect,35,
SHR,9:57,10/14/2019,287,Hemiptera,Nymph,Terrestrial Insect,2,
SHR,9:57,10/14/2019,287,Hemiptera,Adults,Terrestrial Insect,21,
SHR,9:57,10/14/2019,1109,Hymenoptera,Adults,Terrestrial Insect,3,
SHR,9:57,10/14/2019,690,Lepidoptera,Adults,Terrestrial Insect,1,
STTD,12:03,10/16/2019,126,Acari,N/A,Terrestrial Non-Insect,2,
STTD,12:03,10/16/2019,3109,Araneae,N/A,Terrestrial Non-Insect,2,
STTD,12:03,10/16/2019,28,Naididae,N/A,Aquatic Non-Insect,1,
STTD,12:03,10/16/2019,92,Physidae,N/A,Aquatic Insect,2,
STTD,12:03,10/16/2019,95,Planorbidae,N/A,Aquatic Non-Insect,2,
STTD,12:03,10/16/2019,10482,Truncatelloidea,N/A,Aquatic Non-Insect,5,
STTD,12:03,10/16/2019,421,Coleoptera,Adults,Terrestrial Insect,2,
STTD,12:03,10/16/2019,428,Dytiscidae,Adults,Aquatic Insect,1,
STTD,12:03,10/16/2019,765,Chironomidae,Larvae,Aquatic Insect,3,
STTD,12:03,10/16/2019,765,Chironomidae,Adults,Aquatic Insect,2,
STTD,12:03,10/16/2019,287,Hemiptera,Adults,Terrestrial Insect,4,
STTD,12:03,10/16/2019,1109,Hymenoptera,Adults,Terrestrial Insect,3,
STTD,12:03,10/16/2019,271,Coenagrionidae,Larvae,Aquatic Insect,1,
STTD,12:03,10/16/2019,2354,Orthoptera,Adults,Terrestrial Insect,1,
STTD,12:03,10/16/2019,2430,Psocoptera,Adults,Terrestrial Insect,1,
STTD,12:03,10/16/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,161,
STTD,12:03,10/16/2019,2,Turbellaria,N/A,Aquatic Non-Insect,1,
SHR,9:08,10/28/2019,3109,Araneae,N/A,Aquatic Non-Insect,1,
SHR,9:08,10/28/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,1,
SHR,9:08,10/28/2019,428,Dytiscidae,Adults,Aquatic Insect,1,
SHR,9:08,10/28/2019,765,Chironomidae,Larvae,Aquatic Insect,3,
SHR,9:08,10/28/2019,765,Chironomidae,Pupae,Aquatic Insect,1,
SHR,9:08,10/28/2019,765,Chironomidae,Adults,Aquatic Insect,17,
SHR,9:08,10/28/2019,709,Empididae,Adults,Aquatic Insect,1,
SHR,9:08,10/28/2019,720,Psychodidae,Adults,Aquatic Insect,2,
SHR,9:08,10/28/2019,287,Hemiptera,Larvae,Terrestrial Insect,3,
SHR,9:08,10/28/2019,287,Hemiptera,Adults,Terrestrial Insect,5,
SHR,9:08,10/28/2019,1109,Hymenoptera,Adults,Terrestrial Insect,4,
STTD,10:20,10/29/2019,126,Acari,N/A,Terrestrial Non-Insect,1,
STTD,10:20,10/29/2019,3109,Araneae,N/A,Terrestrial Non-Insect,1,
STTD,10:20,10/29/2019,3090,Arrenuridae,N/A,Aquatic Non-Insect,1,
STTD,10:20,10/29/2019,92,Physidae,N/A,Aquatic Non-Insect,1,
STTD,10:20,10/29/2019,1125,Collembola,Adults,Terrestrial Insect,3,
STTD,10:20,10/29/2019,693,Diptera,Adults,Terrestrial Insect,1,
STTD,10:20,10/29/2019,765,Chironomidae,Pupae,Aquatic Insect,1,
STTD,10:20,10/29/2019,765,Chironomidae,Adults,Aquatic Insect,7,
STTD,10:20,10/29/2019,287,Hemiptera,Larvae,Terrestrial Insect,18,
STTD,10:20,10/29/2019,287,Hemiptera,Adults,Terrestrial Insect,5,
STTD,10:20,10/29/2019,290,Corixidae,Nymphs,Aquatic Insect,2,
STTD,10:20,10/29/2019,2430,Psocoptera,Nymphs,Terrestrial Insect,1,
STTD,10:20,10/29/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,8,
SHR,9:36,11/13/2019,3109,Araneae,N/A,Terrestrial Non-Insect,1,
SHR,9:36,11/13/2019,428,Dytiscidae,Adults,Aquatic Insect,1,
SHR,9:36,11/13/2019,765,Chironomidae,Pupae,Aquatic Insect,1,
SHR,9:36,11/13/2019,765,Chironomidae,Adults,Aquatic Insect,31,
SHR,9:36,11/13/2019,287,Hemiptera,Nymphs,Terrestrial Insect,9,
SHR,9:36,11/13/2019,287,Hemiptera,Nymphs,Terrestrial Insect,13,
SHR,9:36,11/13/2019,1109,Hymenoptera,Adults,Terrestrial Insect,1,
SHR,9:36,11/13/2019,1420,Crangonyctidae,N/A,Aquatic Non-Insect,1,
STTD,10:31,11/14/2019,3109,Araneae,N/A,Terrestrial Non-Insect,1,
STTD,10:31,11/14/2019,95,Planorbidae,N/A,Aquatic Non-Insect,1,
STTD,10:31,11/14/2019,421,Coleoptera,Adults,Terrestrial Insect,1,
STTD,10:31,11/14/2019,765,Chironomidae,Larvae,Aquatic Insect,1,
STTD,10:31,11/14/2019,765,Chironomidae,Adults,Aquatic Insect,2,
STTD,10:31,11/14/2019,287,Hemiptera,Nymphs,Terrestrial Insect,34,
STTD,10:31,11/14/2019,287,Hemiptera,Nymphs,Terrestrial Insect,9,
STTD,10:31,11/14/2019,290,Corixidae,Nymphs,Aquatic Insect,1,
STTD,10:31,11/14/2019,1109,Hymenoptera,Adults,Terrestrial Insect,1,
STTD,10:31,11/14/2019,271,Coenagrionidae,Larvae,Aquatic Insect,1,
STTD,10:31,11/14/2019,570,Hydroptilidae,Larvae,Aquatic Insect,1,
STTD,10:31,11/14/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,11,
SHR,9:35,11/25/2019,28,Naididae,N/A,Aquatic Non-Insect,4,
SHR,9:35,11/25/2019,765,Chironomidae,Larvae,Aquatic Insect,1,
SHR,9:35,11/25/2019,287,Hemiptera,Adults,Terrestrial Insect,2,
SHR,9:35,11/25/2019,1109,Hymenoptera,Adults,Terrestrial Insect,1,
SHR,9:35,11/25/2019,3030,Thysanoptera,Adults,Terrestrial Insect,1,
STTD,9:57,11/26/2019,67,Nematoda,N/A,Aquatic Non-Insect,1,
STTD,9:57,11/26/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,1,
STTD,9:57,11/26/2019,28,Naididae,N/A,Aquatic Non-Insect,1,
STTD,9:57,11/26/2019,95,Planorbidae,N/A,Aquatic Non-Insect,3,
STTD,9:57,11/26/2019,421,Coleoptera,Adults,Terrestrial Insect,1,
STTD,9:57,11/26/2019,765,Chironomidae,Pupae,Aquatic Insect,1,
STTD,9:57,11/26/2019,765,Chironomidae,Adults,Aquatic Insect,2,
STTD,9:57,11/26/2019,287,Hemiptera,Nymphs,Terrestrial Insect,7,
STTD,9:57,11/26/2019,287,Hemiptera,Nymphs,Terrestrial Insect,1,
STTD,9:57,11/26/2019,290,Corixidae,Nymphs,Aquatic Insect,1,
STTD,9:57,11/26/2019,2430,Psocoptera,Nymphs,Terrestrial Insect,1,
STTD,9:57,11/26/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,5,
STTD,10:30,12/9/2019,3229,Oribatei,N/A,Unknown,1,
STTD,10:30,12/9/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,1,
STTD,10:30,12/9/2019,3173,Unionicolidae,N/A,Aquatic Non-Insect,1,
STTD,10:30,12/9/2019,95,Planorbidae,N/A,Aquatic Non-Insect,1,
STTD,10:30,12/9/2019,3138,Hydridae,N/A,Aquatic Non-Insect,3,
STTD,10:30,12/9/2019,421,Coleoptera,Adults,Terrestrial Insect,4,
STTD,10:30,12/9/2019,428,Dytiscidae,Adults,Aquatic Insect,1,
STTD,10:30,12/9/2019,765,Chironomidae,Adults,Aquatic Insect,1,
STTD,10:30,12/9/2019,1116,Phoridae,Adults,Unknown,1,
STTD,10:30,12/9/2019,287,Hemiptera,Adults,Terrestrial Insect,5,
STTD,10:30,12/9/2019,690,Lepidoptera,Larvae,Terrestrial Insect,1,
STTD,10:30,12/9/2019,570,Hydroptilidae,Larvae,Aquatic Insect,1,
STTD,10:30,12/9/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,20,
SHR,9:10,12/10/2019,3155,Hygrobatidae,N/A,Aquatic Non-Insect,2,
SHR,9:10,12/10/2019,3157,Lebertiidae,N/A,Aquatic Non-Insect,4,
SHR,9:10,12/10/2019,3173,Unionicolidae,N/A,Aquatic Non-Insect,1,
SHR,9:10,12/10/2019,1049,Corbiculidae,N/A,Aquatic Non-Insect,3,
SHR,9:10,12/10/2019,9,Enchytraeidae,N/A,Aquatic Non-Insect,2,
SHR,9:10,12/10/2019,28,Naididae,N/A,Aquatic Non-Insect,1,
SHR,9:10,12/10/2019,421,Coleoptera,Adults,Terrestrial Insect,3,
SHR,9:10,12/10/2019,428,Dytiscidae,Adults,Aquatic Insect,2,
SHR,9:10,12/10/2019,1125,Collembola,Adults,Terrestrial Insect,1,
SHR,9:10,12/10/2019,693,Diptera,Pupae,Aquatic Insect,2,
SHR,9:10,12/10/2019,765,Chironomidae,Larvae,Aquatic Insect,3,
SHR,9:10,12/10/2019,765,Chironomidae,Adults,Aquatic Insect,5,
SHR,9:10,12/10/2019,287,Hemiptera,Nymphs,Terrestrial Insect,2,
SHR,9:10,12/10/2019,290,Corixidae,Larvae,Aquatic Insect,1,
SHR,9:10,12/10/2019,1109,Hymenoptera,Adults,Terrestrial Insect,1,
SHR,9:10,12/10/2019,277,Gomphidae,Larvae,Aquatic Insect,1,
SHR,9:10,12/10/2019,3030,Thysanoptera,Adults,Terrestrial Insect,4,
SHR,9:10,12/10/2019,4051,Corophiidae,N/A,Aquatic Non-Insect,2,
SHR,9:10,12/10/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,6,
STTD,10:15,12/26/2019,421,Coleoptera,Adults,Terrestrial Insect,1,
STTD,10:15,12/26/2019,1125,Collembola,Adults,Terrestrial Non-Insect,1,
STTD,10:15,12/26/2019,765,Chironomidae,Larvae,Aquatic Insect,1,
STTD,10:15,12/26/2019,290,Corixidae,Nymphs,Aquatic Insect,1,
STTD,10:15,12/26/2019,290,Corixidae,Nymphs,Aquatic Insect,1,
STTD,10:15,12/26/2019,570,Hydroptilidae,Larvae,Aquatic Insect,1,
SHR,9:40,12/27/2019,67,Nematoda,N/A,Aquatic Non-Insect,2,
SHR,9:40,12/27/2019,28,Naididae,N/A,Aquatic Non-Insect,2,
SHR,9:40,12/27/2019,3138,Hydridae,N/A,Aquatic Non-Insect,7,
SHR,9:40,12/27/2019,421,Coleoptera,Larvae,Terrestrial Insect,1,
SHR,9:40,12/27/2019,765,Chironomidae,Larvae,Aquatic Insect,3,
SHR,9:40,12/27/2019,765,Chironomidae,Adults,Aquatic Insect,7,
SHR,9:40,12/27/2019,287,Hemiptera,Adults,Terrestrial Insect,1,
SHR,9:40,12/27/2019,4016,Hyalellidae,N/A,Aquatic Non-Insect,2,
SHR,9:40,12/27/2019,121,Ostracoda,N/A,Aquatic Non-Insect,1,
